"종목명","종가","대비","등락률","종목코드","EPS","PER","선행.EPS","선행.PER","BPS","PBR","주당배당금","배당수익률","시장구분","업종명","시가총액"
"에코프로에이치엔",26050,400,1.56,"383310",1387,18.78,NA,NA,14153,1.84,300,1.15,NA,NA,NA
"에코플라스틱",3800,-80,-2.06,"038110",351,10.83,NA,NA,5681,0.67,60,1.58,NA,NA,NA
"에프알텍",1920,-34,-1.74,"073540",97,19.79,NA,NA,5141,0.37,0,0,NA,NA,NA
"에프앤가이드",7850,-210,-2.61,"064850",358,21.93,NA,NA,5400,1.45,220,2.8,NA,NA,NA
"에프에스티",19790,-80,-0.4,"036810",72,274.86,NA,NA,12254,1.61,0,0,NA,NA,NA
"에프엔씨엔터",3900,100,2.63,"173940",NA,NA,NA,NA,2059,1.89,0,0,NA,NA,NA
"에프엔에스테크",13250,500,3.92,"083500",1755,7.55,NA,NA,9918,1.34,200,1.51,NA,NA,NA
"엑사이엔씨",734,-3,-0.41,"054940",203,3.62,NA,NA,2079,0.35,0,0,NA,NA,NA
"엑셀세라퓨틱스",3350,85,2.6,"373110",NA,NA,NA,NA,835,4.01,0,0,NA,NA,NA
"엑셈",2190,70,3.3,"205100",126,17.38,160,13.69,1610,1.36,0,0,NA,NA,NA
"엑스게이트",7750,30,0.39,"356680",140,55.36,NA,NA,1556,4.98,0,0,NA,NA,NA
"엑스큐어",1969,40,2.07,"070300",NA,NA,NA,NA,1720,1.14,0,0,NA,NA,NA
"엑스페릭스",3810,-65,-1.68,"317770",NA,NA,NA,NA,2359,1.62,0,0,NA,NA,NA
"엑스플러스",654,6,0.93,"373200",NA,NA,NA,NA,118,5.54,0,0,NA,NA,NA
"엑시온그룹",1808,28,1.57,"069920",NA,NA,NA,NA,1299,1.39,0,0,NA,NA,NA
"엑시콘",10000,-50,-0.5,"092870",NA,NA,NA,NA,14143,0.71,100,1,NA,NA,NA
"엔바이오니아",13500,-300,-2.17,"317870",NA,NA,NA,NA,4545,2.97,0,0,NA,NA,NA
"엔브이에이치코리아",2400,-5,-0.21,"067570",280,8.57,NA,NA,5505,0.44,150,6.25,NA,NA,NA
"엔비티",3690,195,5.58,"236810",NA,NA,NA,NA,1571,2.35,0,0,NA,NA,NA
"엔시스",7550,-150,-1.95,"333620",983,7.68,NA,NA,6177,1.22,160,2.12,NA,NA,NA
"엔시트론",369,-2,-0.54,"101400",NA,NA,NA,NA,612,0.6,0,0,NA,NA,NA
"엔에스이엔엠",1379,34,2.53,"078860",NA,NA,NA,NA,1497,0.92,0,0,NA,NA,NA
"엔에이치스팩29호",2070,5,0.24,"451700",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"엔에이치스팩30호",2035,0,0,"466910",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"엔에이치스팩31호",2040,5,0.25,"481890",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"엔에프씨",9810,-190,-1.9,"265740",NA,NA,NA,NA,6184,1.59,0,0,NA,NA,NA
"엔젠바이오",1964,-21,-1.06,"354200",NA,NA,NA,NA,857,2.29,0,0,NA,NA,NA
"엔젤로보틱스",23150,-150,-0.64,"455900",NA,NA,NA,NA,2690,8.61,0,0,NA,NA,NA
"엔젯",6900,-60,-0.86,"419080",NA,NA,NA,NA,4016,1.72,0,0,NA,NA,NA
"엔지스테크널러지",1839,5,0.27,"208860",171,10.75,NA,NA,1709,1.08,0,0,NA,NA,NA
"엔지켐생명과학",1074,5,0.47,"183490",NA,NA,NA,NA,2014,0.53,0,0,NA,NA,NA
"엔케이맥스",2745,0,0,"182400",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"엔켐",63100,-1500,-2.32,"348370",NA,NA,NA,NA,21494,2.94,0,0,NA,NA,NA
"엔텔스",5340,-100,-1.84,"069410",128,41.72,NA,NA,5323,1,0,0,NA,NA,NA
"엔투텍",362,-2,-0.55,"227950",NA,NA,NA,NA,836,0.43,0,0,NA,NA,NA
"엔피",1542,-23,-1.47,"291230",NA,NA,NA,NA,682,2.26,0,0,NA,NA,NA
"엔피케이",1097,5,0.46,"048830",NA,NA,NA,NA,2411,0.45,30,2.73,NA,NA,NA
"엘디티",2555,15,0.59,"096870",NA,NA,NA,NA,2247,1.14,0,0,NA,NA,NA
"엘앤씨바이오",34500,-250,-0.72,"290650",6218,5.55,NA,NA,12535,2.75,50,0.14,NA,NA,NA
"엘앤케이바이오",7330,-120,-1.61,"156100",489,14.99,NA,NA,2132,3.44,0,0,NA,NA,NA
"엘에스스팩1호",2000,-5,-0.25,"0041J0",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"엘엠에스",6610,-20,-0.3,"073110",NA,NA,NA,NA,13292,0.5,200,3.03,NA,NA,NA
"엘오티베큠",10330,-160,-1.53,"083310",102,101.27,NA,NA,15762,0.66,0,0,NA,NA,NA
"엘컴텍",881,-13,-1.45,"037950",59,14.93,NA,NA,948,0.93,0,0,NA,NA,NA
"엘케이켐",18600,-150,-0.8,"489500",1532,12.14,NA,NA,6556,2.84,0,0,NA,NA,NA
"엘티씨",11900,-70,-0.58,"170920",1088,10.94,NA,NA,11702,1.02,100,0.84,NA,NA,NA
"엠게임",6500,30,0.46,"058630",828,7.85,NA,NA,6677,0.97,160,2.46,NA,NA,NA
"엠디바이스",10190,10,0.1,"226590",383,26.61,NA,NA,2836,3.59,0,0,NA,NA,NA
"엠로",49100,-50,-0.1,"058970",1612,30.46,1235,39.75,7276,6.75,0,0,NA,NA,NA
"엠브레인",2190,25,1.15,"169330",105,20.86,NA,NA,1589,1.38,80,3.65,NA,NA,NA
"엠아이큐브솔루션",8210,80,0.98,"373170",NA,NA,NA,NA,4395,1.87,0,0,NA,NA,NA
"엠아이텍",8030,-40,-0.5,"179290",565,14.21,NA,NA,3363,2.39,100,1.25,NA,NA,NA
"엠에스씨",8100,-30,-0.37,"009780",1237,6.55,NA,NA,9635,0.84,110,1.36,NA,NA,NA
"엠에스오토텍",2900,-80,-2.68,"123040",32,90.63,NA,NA,5386,0.54,0,0,NA,NA,NA
"엠에프씨",3950,-60,-1.5,"432980",NA,NA,NA,NA,3535,1.12,0,0,NA,NA,NA
"엠오티",7270,-180,-2.42,"413390",608,11.96,NA,NA,4963,1.46,100,1.38,NA,NA,NA
"엠젠솔루션",1020,-33,-3.13,"032790",72,14.17,NA,NA,1018,1,0,0,NA,NA,NA
"엠케이전자",8030,-30,-0.37,"033160",NA,NA,NA,NA,16452,0.49,100,1.25,NA,NA,NA
"엠투아이",5700,200,3.64,"347890",388,14.69,NA,NA,4504,1.27,220,3.86,NA,NA,NA
"엠투엔",2050,10,0.49,"033310",89,23.03,NA,NA,3485,0.59,0,0,NA,NA,NA
"엠플러스",8840,-130,-1.45,"259630",910,9.71,NA,NA,7081,1.25,100,1.13,NA,NA,NA
"엣지파운드리",2670,-60,-2.2,"105550",NA,NA,NA,NA,1214,2.2,0,0,NA,NA,NA
"영림원소프트랩",6150,0,0,"060850",413,14.89,NA,NA,5881,1.05,80,1.3,NA,NA,NA
"영우디에스피",640,12,1.91,"143540",NA,NA,NA,NA,579,1.11,0,0,NA,NA,NA
"영화테크",8120,10,0.12,"265560",1318,6.16,NA,NA,7108,1.14,100,1.23,NA,NA,NA
"예림당",3780,-20,-0.53,"036000",NA,NA,NA,NA,5301,0.71,0,0,NA,NA,NA
"예선테크",499,-24,-4.59,"250930",NA,NA,NA,NA,499,1,0,0,NA,NA,NA
"예스24",4255,-40,-0.93,"053280",58,73.36,NA,NA,7248,0.59,200,4.7,NA,NA,NA
"예스티",17740,-30,-0.17,"122640",535,33.16,810,21.9,6070,2.92,0,0,NA,NA,NA
"오가노이드사이언스",33600,-600,-1.75,"476040",NA,NA,NA,NA,2906,11.56,0,0,NA,NA,NA
"오공",2610,-20,-0.76,"045060",469,5.57,NA,NA,6904,0.38,50,1.92,NA,NA,NA
"오늘이엔엠",1717,-103,-5.66,"192410",NA,NA,NA,NA,2493,0.69,0,0,NA,NA,NA
"오디텍",3270,-30,-0.91,"080520",521,6.28,NA,NA,12174,0.27,100,3.06,NA,NA,NA
"오로라",19150,1140,6.33,"039830",635,30.16,NA,NA,15196,1.26,180,0.94,NA,NA,NA
"오로스테크놀로지",18580,120,0.65,"322310",638,29.12,1272,14.6,7402,2.51,0,0,NA,NA,NA
"오르비텍",3900,20,0.52,"046120",80,48.75,NA,NA,2110,1.85,0,0,NA,NA,NA
"오름테라퓨틱",23500,550,2.4,"475830",NA,NA,NA,NA,6607,3.56,0,0,NA,NA,NA
"오리엔탈정공",5600,20,0.36,"014940",572,9.79,922,6.07,2418,2.32,100,1.79,NA,NA,NA
"오리엔트정공",3340,0,0,"065500",NA,NA,NA,NA,1199,2.79,0,0,NA,NA,NA
"오리콤",6150,-20,-0.32,"010470",846,7.27,NA,NA,10668,0.58,270,4.39,NA,NA,NA
"오브젠",18160,860,4.97,"417860",NA,NA,NA,NA,2256,8.05,0,0,NA,NA,NA
"오비고",4310,-5,-0.12,"352910",NA,NA,NA,NA,2784,1.55,0,0,NA,NA,NA
"오상자이엘",3600,15,0.42,"053980",337,10.68,NA,NA,5514,0.65,300,8.33,NA,NA,NA
"오상헬스케어",19000,-240,-1.25,"036220",NA,NA,NA,NA,20840,0.91,500,2.63,NA,NA,NA
"오성첨단소재",1440,-11,-0.76,"052420",149,9.66,NA,NA,2915,0.49,0,0,NA,NA,NA
"오션인더블유",3205,100,3.22,"052300",5161,0.62,NA,NA,16980,0.19,0,0,NA,NA,NA
"오스코텍",34100,-50,-0.15,"039200",23,1482.61,394,86.47,3340,10.21,0,0,NA,NA,NA
"오스테오닉",6970,200,2.95,"226400",285,24.46,455,15.32,2996,2.33,0,0,NA,NA,NA
"오스템",1056,-8,-0.75,"031510",NA,NA,NA,NA,2586,0.41,30,2.84,NA,NA,NA
"오에스피",2775,60,2.21,"368970",251,11.06,NA,NA,3856,0.72,0,0,NA,NA,NA
"오이솔루션",9770,-80,-0.81,"138080",NA,NA,NA,NA,7353,1.33,0,0,NA,NA,NA
"오킨스전자",6380,-150,-2.3,"080580",NA,NA,NA,NA,1588,4.02,0,0,NA,NA,NA
"오텍",2340,10,0.43,"067170",NA,NA,NA,NA,6110,0.38,0,0,NA,NA,NA
"오토앤",3400,25,0.74,"353590",NA,NA,NA,NA,1834,1.85,0,0,NA,NA,NA
"오파스넷",6300,-150,-2.33,"173130",732,8.61,NA,NA,4129,1.53,100,1.59,NA,NA,NA
"오픈놀",5260,-10,-0.19,"440320",137,38.39,NA,NA,4204,1.25,0,0,NA,NA,NA
"오픈베이스",2580,30,1.18,"049480",251,10.28,NA,NA,2863,0.9,25,0.97,NA,NA,NA
"오픈엣지테크놀로지",12380,-10,-0.08,"394280",NA,NA,NA,NA,2446,5.06,0,0,NA,NA,NA
"오하임앤컴퍼니",3150,-145,-4.4,"309930",66,47.73,NA,NA,1392,2.26,0,0,NA,NA,NA
"온코닉테라퓨틱스",26050,-200,-0.76,"476060",NA,NA,NA,NA,5185,5.02,0,0,NA,NA,NA
"온코크로스",9850,-130,-1.3,"382150",NA,NA,NA,NA,1725,5.71,0,0,NA,NA,NA
"올리패스",1651,0,0,"244460",NA,NA,NA,NA,2498,0.66,0,0,NA,NA,NA
"올릭스",47950,250,0.52,"226950",NA,NA,NA,NA,967,49.59,0,0,NA,NA,NA
"옴니시스템",964,0,0,"057540",113,8.53,NA,NA,1847,0.52,0,0,NA,NA,NA
"옵투스제약",7130,-420,-5.56,"131030",675,10.56,NA,NA,9403,0.76,0,0,NA,NA,NA
"옵트론텍",1652,-8,-0.48,"082210",967,1.71,NA,NA,2501,0.66,0,0,NA,NA,NA
"옵티시스",9840,-230,-2.28,"109080",991,9.93,NA,NA,11794,0.83,100,1.02,NA,NA,NA
"옵티코어",1958,13,0.67,"380540",NA,NA,NA,NA,495,3.96,0,0,NA,NA,NA
"옵티팜",5090,165,3.35,"153710",NA,NA,NA,NA,1863,2.73,0,0,NA,NA,NA
"와이랩",5240,-50,-0.95,"432430",NA,NA,NA,NA,2084,2.51,0,0,NA,NA,NA
"와이바이오로직스",11710,20,0.17,"338840",NA,NA,NA,NA,1229,9.53,0,0,NA,NA,NA
"와이솔",6510,-20,-0.31,"122990",399,16.32,NA,NA,13023,0.5,500,7.68,NA,NA,NA
"와이씨",10750,-320,-2.89,"232140",137,78.47,637,16.88,4054,2.65,0,0,NA,NA,NA
"와이씨켐",20250,-500,-2.41,"112290",NA,NA,1149,17.62,4401,4.6,0,0,NA,NA,NA
"와이어블",1300,-5,-0.38,"065530",63,20.63,NA,NA,1586,0.82,50,3.85,NA,NA,NA
"와이엔텍",6980,-10,-0.14,"067900",1730,4.03,NA,NA,16744,0.42,70,1,NA,NA,NA
"와이엠",2765,-105,-3.66,"007530",273,10.13,NA,NA,2537,1.09,30,1.08,NA,NA,NA
"와이엠씨",3595,25,0.7,"155650",363,9.9,NA,NA,6459,0.56,75,2.09,NA,NA,NA
"와이엠텍",9150,-150,-1.61,"273640",445,20.56,NA,NA,5403,1.69,140,1.53,NA,NA,NA
"와이엠티",9050,100,1.12,"251370",NA,NA,NA,NA,10682,0.85,0,0,NA,NA,NA
"와이제이링크",7000,30,0.43,"209640",34,205.88,NA,NA,5497,1.27,0,0,NA,NA,NA
"와이즈넛",14640,520,3.68,"096250",252,58.1,NA,NA,4231,3.46,71,0.48,NA,NA,NA
"와이즈버즈",1121,58,5.46,"273060",43,26.07,NA,NA,945,1.19,0,0,NA,NA,NA
"와이지-원",5740,20,0.35,"019210",470,12.21,NA,NA,10669,0.54,160,2.79,NA,NA,NA
"와이지엔터테인먼트",83100,-400,-0.48,"122870",999,83.18,3373,24.64,26050,3.19,250,0.3,NA,NA,NA
"와토스코리아",5110,70,1.39,"079000",289,17.68,NA,NA,11265,0.45,200,3.91,NA,NA,NA
"우듬지팜",1797,7,0.39,"403490",65,27.65,NA,NA,903,1.99,0,0,NA,NA,NA
"우리기술",3800,0,0,"032820",NA,NA,NA,NA,691,5.5,0,0,NA,NA,NA
"우리기술투자",9700,-50,-0.51,"041190",1897,5.11,NA,NA,8555,1.13,0,0,NA,NA,NA
"우리넷",6280,80,1.29,"115440",1915,3.28,NA,NA,8947,0.7,100,1.59,NA,NA,NA
"우리로",1234,-19,-1.52,"046970",NA,NA,NA,NA,917,1.35,0,0,NA,NA,NA
"우리바이오",2275,-25,-1.09,"082850",100,22.75,NA,NA,4494,0.51,0,0,NA,NA,NA
"우리산업",9000,-70,-0.77,"215360",1438,6.26,NA,NA,11963,0.75,180,2,NA,NA,NA
"우리산업홀딩스",3360,70,2.13,"072470",23,146.09,NA,NA,7057,0.48,55,1.64,NA,NA,NA
"우리손에프앤지",1495,12,0.81,"073560",218,6.86,NA,NA,4553,0.33,70,4.68,NA,NA,NA
"우리엔터프라이즈",1125,-13,-1.14,"037400",86,13.08,NA,NA,5728,0.2,0,0,NA,NA,NA
"우리이앤엘",695,0,0,"153490",109,6.38,NA,NA,1776,0.39,0,0,NA,NA,NA
"우림피티에스",5130,20,0.39,"101170",NA,NA,NA,NA,6086,0.84,30,0.58,NA,NA,NA
"우수AMS",3090,-60,-1.9,"066590",184,16.79,NA,NA,2344,1.32,0,0,NA,NA,NA
"우양",3125,-130,-3.99,"103840",NA,NA,NA,NA,2697,1.16,0,0,NA,NA,NA
"우양에이치씨",14730,1180,8.71,"101970",2009,7.33,NA,NA,12684,1.16,0,0,NA,NA,NA
"우원개발",2900,-50,-1.69,"046940",41,70.73,NA,NA,5759,0.5,0,0,NA,NA,NA
"우정바이오",1644,-65,-3.8,"215380",15,109.6,NA,NA,1762,0.93,0,0,NA,NA,NA
"우주일렉트로",41700,150,0.36,"065680",2474,16.86,NA,NA,30650,1.36,300,0.72,NA,NA,NA
"우진비앤지",991,1,0.1,"018620",NA,NA,NA,NA,962,1.03,0,0,NA,NA,NA
"우진엔텍",27200,800,3.03,"457550",590,46.1,NA,NA,5115,5.32,200,0.74,NA,NA,NA
"워트",7580,-280,-3.56,"396470",210,36.1,NA,NA,3925,1.93,50,0.66,NA,NA,NA
"원바이오젠",5380,-120,-2.18,"307280",801,6.72,NA,NA,5250,1.02,100,1.86,NA,NA,NA
"원익",6640,80,1.22,"032940",1162,5.71,NA,NA,14920,0.45,0,0,NA,NA,NA
"원익IPS",27300,-200,-0.73,"240810",426,64.08,1657,16.48,18240,1.5,50,0.18,NA,NA,NA
"원익QnC",17770,-100,-0.56,"074600",1934,9.19,1974,9,17636,1.01,100,0.56,NA,NA,NA
"원익머트리얼즈",21900,-350,-1.57,"104830",2523,8.68,4324,5.06,38164,0.57,350,1.6,NA,NA,NA
"원익큐브",1483,-10,-0.67,"014190",76,19.51,NA,NA,3020,0.49,0,0,NA,NA,NA
"원익피앤이",3235,115,3.69,"217820",NA,NA,NA,NA,1796,1.8,0,0,NA,NA,NA
"원익홀딩스",5760,-100,-1.71,"030530",NA,NA,NA,NA,12677,0.45,0,0,NA,NA,NA
"원일특강",7910,0,0,"012620",1512,5.23,NA,NA,36409,0.22,250,3.16,NA,NA,NA
"원일티엔아이",26450,-450,-1.67,"136150",1072,24.67,NA,NA,5013,5.28,0,0,NA,NA,NA
"원준",9400,-90,-0.95,"382840",246,38.21,NA,NA,7847,1.2,200,2.13,NA,NA,NA
"원텍",13250,120,0.91,"336570",327,40.52,558,23.74,1419,9.34,50,0.38,NA,NA,NA
"원티드랩",4620,-25,-0.54,"376980",NA,NA,NA,NA,4087,1.13,0,0,NA,NA,NA
"원풍",4600,0,0,"008370",645,7.13,NA,NA,8545,0.54,250,5.43,NA,NA,NA
"원풍물산",482,-6,-1.23,"008290",NA,NA,NA,NA,477,1.01,0,0,NA,NA,NA
"월덱스",24150,-400,-1.63,"101160",3939,6.13,NA,NA,18623,1.3,60,0.25,NA,NA,NA
"웨이버스",1157,-4,-0.34,"336060",68,17.01,NA,NA,816,1.42,0,0,NA,NA,NA
"웨이브일렉트로",4505,-90,-1.96,"095270",NA,NA,NA,NA,4042,1.11,0,0,NA,NA,NA
"웨이비스",9220,-50,-0.54,"289930",NA,NA,NA,NA,2686,3.43,0,0,NA,NA,NA
"웰크론",2170,5,0.23,"065950",NA,NA,NA,NA,2213,0.98,0,0,NA,NA,NA
"웰크론한텍",1605,-15,-0.93,"076080",NA,NA,NA,NA,2596,0.62,0,0,NA,NA,NA
"웰킵스하이텍",696,3,0.43,"043590",NA,NA,NA,NA,1427,0.49,0,0,NA,NA,NA
"웹스",1421,-22,-1.52,"196700",83,17.12,NA,NA,2587,0.55,0,0,NA,NA,NA
"웹젠",14720,60,0.41,"069080",1932,7.62,1957,7.52,22756,0.65,300,2.04,NA,NA,NA
"웹케시",15120,0,0,"053580",556,27.19,827,18.29,8028,1.88,100,0.66,NA,NA,NA
"위너스",13830,-260,-1.85,"479960",485,28.52,NA,NA,4899,2.82,686,4.96,NA,NA,NA
"위니아에이드",1691,0,0,"377460",NA,NA,NA,NA,1397,1.21,0,0,NA,NA,NA
"위닉스",6680,-40,-0.6,"044340",NA,NA,NA,NA,10704,0.62,300,4.49,NA,NA,NA
"위더스제약",7580,0,0,"330350",362,20.94,NA,NA,7054,1.07,0,0,NA,NA,NA
"위드텍",9540,-20,-0.21,"348350",710,13.44,NA,NA,12288,0.78,0,0,NA,NA,NA
"위메이드",32400,750,2.37,"112040",5604,5.78,1547,20.94,12731,2.54,0,0,NA,NA,NA
"위메이드맥스",7900,150,1.94,"101730",NA,NA,NA,NA,5994,1.32,0,0,NA,NA,NA
"위메이드플레이",11130,830,8.06,"123420",2264,4.92,NA,NA,23553,0.47,0,0,NA,NA,NA
"위세아이텍",7360,40,0.55,"065370",NA,NA,NA,NA,4445,1.66,150,2.04,NA,NA,NA
"위즈코프",608,-1,-0.16,"038620",6,101.33,NA,NA,1241,0.49,0,0,NA,NA,NA
"위지윅스튜디오",952,-8,-0.83,"299900",NA,NA,NA,NA,989,0.96,0,0,NA,NA,NA
"위지트",714,-8,-1.11,"036090",7,102,NA,NA,1015,0.7,0,0,NA,NA,NA
"위츠",6830,-50,-0.73,"459100",146,46.78,610,11.19,3249,2.1,300,4.39,NA,NA,NA
"윈스테크넷",12640,-150,-1.17,"136540",1613,7.84,NA,NA,16063,0.79,800,6.33,NA,NA,NA
"윈팩",472,-2,-0.42,"097800",NA,NA,NA,NA,568,0.83,0,0,NA,NA,NA
"윈하이텍",2905,105,3.75,"192390",711,4.09,NA,NA,6988,0.42,30,1.03,NA,NA,NA
"윙스풋",1906,-17,-0.88,"335870",72,26.47,NA,NA,1867,1.02,0,0,NA,NA,NA
"유니셈",6840,60,0.88,"036200",528,12.95,864,7.91,7757,0.88,80,1.17,NA,NA,NA
"유니슨",1318,-8,-0.6,"018000",NA,NA,NA,NA,393,3.35,0,0,NA,NA,NA
"유니온바이오메트릭스",3320,-20,-0.6,"203450",398,8.34,NA,NA,3409,0.97,70,2.11,NA,NA,NA
"유니크",3940,30,0.77,"011320",399,9.87,NA,NA,6448,0.61,45,1.14,NA,NA,NA
"유니테스트",12910,-170,-1.3,"086390",NA,NA,694,18.59,5822,2.22,0,0,NA,NA,NA
"유니테크노",2990,-35,-1.16,"241690",434,6.89,NA,NA,5696,0.52,0,0,NA,NA,NA
"유니트론텍",6520,-90,-1.36,"142210",1105,5.9,NA,NA,6662,0.98,150,2.3,NA,NA,NA
"유디엠텍",619,0,0,"389680",NA,NA,NA,NA,325,1.9,0,0,NA,NA,NA
"유라클",19470,-30,-0.15,"088340",566,34.4,NA,NA,6951,2.8,100,0.51,NA,NA,NA
"유라테크",8460,-20,-0.24,"048430",1166,7.26,NA,NA,12681,0.67,300,3.55,NA,NA,NA
"유바이오로직스",13420,-10,-0.07,"206650",520,25.81,1325,10.13,3614,3.71,0,0,NA,NA,NA
"유비벨록스",5970,10,0.17,"089850",1077,5.54,NA,NA,9344,0.64,0,0,NA,NA,NA
"유비온",1171,-17,-1.43,"084440",NA,NA,NA,NA,317,3.69,0,0,NA,NA,NA
"유비케어",3820,-15,-0.39,"032620",NA,NA,NA,NA,1955,1.95,30,0.79,NA,NA,NA
"유비쿼스",8060,0,0,"264450",1415,5.7,NA,NA,11841,0.68,170,2.11,NA,NA,NA
"유비쿼스홀딩스",9920,70,0.71,"078070",539,18.4,NA,NA,14967,0.66,130,1.31,NA,NA,NA
"유성티엔에스",2915,10,0.34,"024800",1735,1.68,NA,NA,14233,0.2,0,0,NA,NA,NA
"유신",22950,-150,-0.65,"054930",8141,2.82,NA,NA,49241,0.47,900,3.92,NA,NA,NA
"유아이디",1150,-17,-1.46,"069330",63,18.25,NA,NA,1378,0.83,0,0,NA,NA,NA
"유아이엘",3655,-5,-0.14,"049520",933,3.92,NA,NA,6302,0.58,270,7.39,NA,NA,NA
"유안타제11호스팩",2040,-5,-0.24,"444920",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"유안타제12호스팩",2305,0,0,"446150",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"유안타제13호스팩",2090,0,0,"449020",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"유안타제14호스팩",2070,5,0.24,"450940",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"유안타제15호스팩",2010,5,0.25,"473050",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"유안타제16호스팩",2015,5,0.25,"474490",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"유안타제17호스팩",2000,-10,-0.5,"493790",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"유에스티",2095,20,0.96,"263770",235,8.91,NA,NA,3482,0.6,60,2.86,NA,NA,NA
"유일로보틱스",72000,500,0.7,"388720",NA,NA,NA,NA,8297,8.68,0,0,NA,NA,NA
"유일에너테크",1815,-145,-7.4,"340930",NA,NA,NA,NA,1213,1.5,0,0,NA,NA,NA
"유진기업",3500,0,0,"023410",NA,NA,NA,NA,12873,0.27,170,4.86,NA,NA,NA
"유진로봇",10350,10,0.1,"056080",NA,NA,NA,NA,952,10.87,0,0,NA,NA,NA
"유진스팩10호",2135,-5,-0.23,"468760",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"유진스팩11호",2025,0,0,"488060",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"유진테크",42050,-400,-0.94,"084370",2845,14.78,3316,12.68,18261,2.3,230,0.55,NA,NA,NA
"유진테크놀로지",4200,-100,-2.33,"240600",NA,NA,NA,NA,6594,0.64,0,0,NA,NA,NA
"유투바이오",3100,10,0.32,"221800",NA,NA,NA,NA,3050,1.02,0,0,NA,NA,NA
"유티아이",24250,200,0.83,"179900",NA,NA,397,61.15,4076,5.95,0,0,NA,NA,NA
"유틸렉스",1828,6,0.33,"263050",NA,NA,NA,NA,1084,1.69,0,0,NA,NA,NA
"육일씨엔에쓰",1692,37,2.24,"191410",NA,NA,NA,NA,1903,0.89,0,0,NA,NA,NA
"윤성에프앤씨",31700,-250,-0.78,"372170",4649,6.82,NA,NA,24722,1.28,200,0.63,NA,NA,NA
"율촌",1422,-1,-0.07,"146060",101,14.08,191,7.45,1980,0.72,0,0,NA,NA,NA
"율호",600,4,0.67,"072770",NA,NA,NA,NA,800,0.75,0,0,NA,NA,NA
"이건홀딩스",4925,-85,-1.7,"039020",NA,NA,NA,NA,8848,0.56,50,1.02,NA,NA,NA
"이글루",5690,50,0.89,"067920",623,9.13,NA,NA,7714,0.74,180,3.16,NA,NA,NA
"이글벳",4415,-15,-0.34,"044960",302,14.62,NA,NA,3958,1.12,60,1.36,NA,NA,NA
"이노뎁",6490,0,0,"303530",NA,NA,NA,NA,5239,1.24,0,0,NA,NA,NA
"이노룰스",7230,-140,-1.9,"296640",607,11.91,778,9.29,6480,1.12,250,3.46,NA,NA,NA
"이노메트리",7820,50,0.64,"302430",NA,NA,NA,NA,6488,1.21,0,0,NA,NA,NA
"이노스페이스",17200,-70,-0.41,"462350",NA,NA,NA,NA,4713,3.65,0,0,NA,NA,NA
"이노시뮬레이션",4835,-55,-1.12,"274400",NA,NA,NA,NA,2808,1.72,0,0,NA,NA,NA
"이노와이어리스",19980,-220,-1.09,"073490",333,60,2529,7.9,22269,0.9,120,0.6,NA,NA,NA
"이노인스트루먼트",453,-2,-0.44,"215790",NA,NA,NA,NA,1102,0.41,0,0,NA,NA,NA
"이노진",1946,-53,-2.65,"344860",79,24.63,NA,NA,1389,1.4,80,4.11,NA,NA,NA
"이녹스",12050,-620,-4.89,"088390",NA,NA,NA,NA,19629,0.61,0,0,NA,NA,NA
"이녹스첨단소재",28250,-750,-2.59,"272290",3632,7.78,3809,7.42,24601,1.15,350,1.24,NA,NA,NA
"이니텍",9000,-110,-1.21,"053350",136,66.18,NA,NA,6624,1.36,0,0,NA,NA,NA
"이닉스",12520,690,5.83,"452400",115,108.87,NA,NA,13677,0.92,200,1.6,NA,NA,NA
"이랜시스",4550,-55,-1.19,"264850",166,27.41,NA,NA,1717,2.65,50,1.1,NA,NA,NA
"이랜텍",7280,-200,-2.67,"054210",2,3640,NA,NA,9962,0.73,80,1.1,NA,NA,NA
"이렘",1095,-35,-3.1,"009730",NA,NA,NA,NA,933,1.17,0,0,NA,NA,NA
"이루온",1674,28,1.7,"065440",212,7.9,NA,NA,1872,0.89,0,0,NA,NA,NA
"이뮨온시아",5580,-60,-1.06,"424870",NA,NA,NA,NA,305,18.3,0,0,NA,NA,NA
"이미지스",1162,0,0,"115610",NA,NA,NA,NA,271,4.29,0,0,NA,NA,NA
"이베스트스팩6호",2010,0,0,"478110",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"이브이첨단소재",2165,-125,-5.46,"131400",NA,NA,NA,NA,1941,1.12,0,0,NA,NA,NA
